INVENTORY_YEAR,INVENTORY_MONTH,PRODUCT_NUMBER,INVENTORY_COUNT
2024,8,38,2249
2024,8,39,4956
2024,8,40,9976
2024,8,41,3951
2024,8,42,3399
2024,8,43,6259
2024,8,44,5598
2024,8,45,1666
2024,8,46,2084
2024,8,47,5995
2024,8,48,2358
2024,8,49,1542
2024,8,50,23485
2024,8,51,10296
2024,8,52,6104
2024,8,53,7720
2024,8,54,7935
2024,8,55,5498
2024,8,56,12330
2024,8,57,1893
2024,8,58,2235
2024,8,59,1239
2024,8,60,10411
2024,8,61,7921
2024,8,62,3520
2024,8,63,2497
2024,8,64,5691
2024,8,65,3206
2024,8,66,974
2024,8,67,1670
2024,8,68,1972
2024,8,69,1089
2024,8,70,1145
2024,8,71,1159
2024,8,72,1363
2024,8,73,2486
2024,8,74,3020
2024,8,75,2770
2024,8,76,2708
2024,8,77,3302
2024,8,78,1207
2024,8,79,861
2024,8,80,1371
2024,8,81,673
2024,8,82,3119
2024,8,83,2716
2024,8,84,1137
2024,8,85,1828
2024,8,86,17424
2024,8,87,22251
2024,8,88,17326
2024,8,89,18140
2024,8,90,25616
2024,8,91,11240
2024,8,92,5459
2024,8,93,16926
2024,8,94,22822
2024,8,95,20806
2024,8,96,2500
2024,8,97,1441
2024,8,98,8127
2024,8,99,5885
2024,8,100,8000
2024,8,101,1129
2024,8,102,892
2024,8,103,674
2024,8,104,681
2024,8,105,907
2024,8,106,705
2024,8,107,683
2024,8,108,740
2024,8,109,2831
2024,8,110,1281
2024,8,111,740
2024,8,112,1910
2024,8,113,6003
2024,8,114,596
2024,8,115,4864
2024,9,1,6171
2024,9,2,4830
2024,9,3,3970
2024,9,4,8320
2024,9,5,2562
2024,9,6,1294
2024,9,7,3827
2024,9,8,3619
2024,9,9,1269
2024,9,10,4820
2024,9,11,908
2024,9,12,1374
2024,9,13,1630
2024,9,14,2998
2024,9,15,828
2024,9,16,30568
2024,9,17,4552
2024,9,18,3172
2024,9,19,3441
2024,9,20,3089
2024,9,21,4327
2024,9,22,1061
2024,9,23,739
2024,9,24,2450
2024,9,25,3079
2024,9,26,2130
2024,9,27,2530
2024,9,28,2567
2024,9,29,5474
2024,9,30,3384
2024,9,31,6324
2024,9,32,14937
2024,9,33,10561
2024,9,34,14010
2024,9,35,9529
2024,9,36,7531
2024,9,37,3653
2024,9,38,1961
2024,9,39,4256
2024,9,40,7570
2024,9,41,3559
2024,9,42,3551
2024,9,43,6445
2024,9,44,5464
2024,9,45,1762
2024,9,46,2212
2024,9,47,6321
2024,9,48,2256
2024,9,49,1434
2024,9,50,29783
2024,9,51,10580
2024,9,52,6218
2024,9,53,7644
2024,9,54,7805
2024,9,55,5784
2024,9,56,12054
2024,9,57,1745
2024,9,58,2485
2024,9,59,1429
2024,9,60,9529
2024,9,61,8217
2024,9,62,3814
2024,9,63,2635
2024,9,64,5759
2024,9,65,3014
2024,9,66,948
2024,9,67,1492
2024,9,68,1836
2024,9,69,1141
2024,9,70,1251
2024,9,71,1135
2024,9,72,1531
2024,9,73,2646
2024,9,74,3278
2024,9,75,2776
2024,9,76,3570
2024,9,77,2820
2024,9,78,1225
2024,9,79,845
2024,9,80,1199
2024,9,81,823
2024,9,82,3233
2024,9,83,2740
2024,9,84,1211
2024,9,85,1866
2024,9,86,15840
2024,9,87,21035
2024,9,88,16672
2024,9,89,16710
2024,9,90,23920
2024,9,91,10850
2024,9,92,5337
2024,9,93,16030
2024,9,94,21528
2024,9,95,19716
2024,9,96,2440
2024,9,97,1593
2024,9,98,7799
2024,9,99,5585
2024,9,100,6928
2024,9,101,1215
2024,9,102,892
2024,9,103,572
2024,9,104,635
2024,9,105,973
2024,9,106,759
2024,9,107,647
2024,9,108,700
2024,9,109,2421
2024,9,110,895
2024,9,111,644
2024,9,112,1552
2024,9,113,5473
2024,9,114,546
2024,9,115,4440
2024,10,1,4937
2024,10,2,6812
2024,10,3,4416
2024,10,4,6244
2024,10,5,1882
2024,10,6,1142
2024,10,7,3191
2024,10,8,2427
2024,10,9,2493
2024,10,10,3744
2024,10,11,730
2024,10,12,1204
2024,10,13,1338
2024,10,14,2732
2024,10,15,720
2024,10,16,27282
2024,10,17,3554
2024,10,18,2738
2024,10,19,2931
2024,10,20,2399
2024,10,21,3593
2024,10,22,735
2024,10,23,963
2024,10,24,1746
2024,10,25,2661
2024,10,26,1938
2024,10,27,2320
2024,10,28,1857
2024,10,29,4398
2024,10,30,2702
2024,10,31,4928
2024,10,32,11443
2024,10,33,7481
2024,10,34,11312
2024,10,35,8279
2024,10,36,10319
2024,10,37,4173
2024,10,38,2149
2024,10,39,5332
2024,10,40,10796
2024,10,41,2965
2024,10,42,3109
2024,10,43,5879
2024,10,44,4744
2024,10,45,1740
2024,10,46,2146
2024,10,47,6011
2024,10,48,1960
2024,10,49,1206
2024,10,50,26861
2024,10,51,9596
2024,10,52,5320
2024,10,53,6872
2024,10,54,7305
2024,10,55,4762
2024,10,56,11094
2024,10,57,1299
2024,10,58,1885
2024,10,59,841
2024,10,60,10455
2024,10,61,7661
2024,10,62,2776
2024,10,63,2185
2024,10,64,3971
2024,10,65,2398
2024,10,66,744
2024,10,67,560
2024,10,68,1472
2024,10,69,1035
2024,10,70,1089
2024,10,71,1147
2024,10,72,1211
2024,10,73,1694
2024,10,74,1784
2024,10,75,2130
2024,10,76,3362
2024,10,77,2230
2024,10,78,511
2024,10,79,381
2024,10,80,941
2024,10,81,555
2024,10,82,2395
2024,10,83,2022
2024,10,84,759
2024,10,85,1384
2024,10,86,12006
2024,10,87,20079
2024,10,88,15920
2024,10,89,15900
2024,10,90,22594
2024,10,91,10556
2024,10,92,5165
2024,10,93,15602
2024,10,94,20258
2024,10,95,18032
2024,10,96,2382
2024,10,97,1529
2024,10,98,7747
2024,10,99,5343
2024,10,100,5728
2024,10,101,993
2024,10,102,774
2024,10,103,404
2024,10,104,559
2024,10,105,793
2024,10,106,621
2024,10,107,527
2024,10,108,600
2024,10,109,1701
2024,10,110,945
2024,10,111,628
2024,10,112,308
2024,10,113,4417
2024,10,114,384
2024,10,115,3062
2024,11,1,6935
2024,11,2,5114
2024,11,3,3862
2024,11,4,5336
2024,11,5,1528
2024,11,6,1042
2024,11,7,3015
2024,11,8,2157
2024,11,9,2179
2024,11,10,3268
2024,11,11,784
2024,11,12,1222
2024,11,13,1790
2024,11,14,2872
2024,11,15,960
2024,11,16,26424
2024,11,17,3854
2024,11,18,2986
2024,11,19,3557
2024,11,20,2237
2024,11,21,3171
2024,11,22,675
2024,11,23,853
2024,11,24,2300
2024,11,25,3031
2024,11,26,2202
2024,11,27,2584
2024,11,28,2321
2024,11,29,4038
2024,11,30,2530
2024,11,31,4608
2024,11,32,9781
2024,11,33,14309
2024,11,34,10490
2024,11,35,7441
2024,11,36,9861
2024,11,37,4053
2024,11,38,2067
2024,11,39,4974
2024,11,40,9262
2024,11,41,2673
2024,11,42,3263
2024,11,43,6177
2024,11,44,5092
2024,11,45,1920
2024,11,46,2348
2024,11,47,6501
2024,11,48,2032
2024,11,49,1120
2024,11,50,26315
2024,11,51,10322
2024,11,52,5470
2024,11,53,7134
2024,11,54,7777
2024,11,55,5600
2024,11,56,10918
2024,11,57,1785
2024,11,58,2363
2024,11,59,1137
2024,11,60,9925
2024,11,61,8369
2024,11,62,3442
2024,11,63,2657
2024,11,64,4763
2024,11,65,2740
2024,11,66,860
2024,11,67,776
2024,11,68,1988
2024,11,69,1131
2024,11,70,1263
2024,11,71,1447
2024,11,72,1483
2024,11,73,2564
2024,11,74,2434
2024,11,75,2834
2024,11,76,4868
2024,11,77,2724
2024,11,78,733
2024,11,79,401
2024,11,80,1261
2024,11,81,753
2024,11,82,2709
2024,11,83,2278
2024,11,84,951
2024,11,85,1642
2024,11,86,11576
2024,11,87,19731
2024,11,88,15738
2024,11,89,15686
2024,11,90,22238
2024,11,91,10372
2024,11,92,5095
2024,11,93,15378
2024,11,94,20064
2024,11,95,17698
2024,11,96,2332
2024,11,97,1457
2024,11,98,7677
2024,11,99,5171
2024,11,100,5498
2024,11,101,1075
2024,11,102,850
2024,11,103,382
2024,11,104,511
2024,11,105,891
2024,11,106,711
2024,11,107,453
2024,11,108,550
2024,11,109,1429
2024,11,110,751
2024,11,111,540
2024,11,112,7150
2024,11,113,4141
2024,11,114,290
2024,11,115,2726
2024,12,1,6729
2024,12,2,4528
2024,12,3,5082
2024,12,4,9796
2024,12,5,2542
2024,12,6,982
2024,12,7,2805
2024,12,8,1945
2024,12,9,2117
2024,12,10,2974
2024,12,11,766
2024,12,12,1382
2024,12,13,1810
2024,12,14,2744
2024,12,15,1108
2024,12,16,24900
2024,12,17,3870
2024,12,18,3246
2024,12,19,3857
2024,12,20,1839
2024,12,21,3019
2024,12,22,613
2024,12,23,745
2024,12,24,2852
2024,12,25,3503
2024,12,26,2428
2024,12,27,2550
2024,12,28,2929
2024,12,29,6398
2024,12,30,4156
2024,12,31,7324
2024,12,32,14235
2024,12,33,13923
2024,12,34,16676
2024,12,35,10679
2024,12,36,9621
2024,12,37,3703
2024,12,38,1809
2024,12,39,4748
2024,12,40,8384
2024,12,41,2457
2024,12,42,3425
2024,12,43,6357
2024,12,44,5404
2024,12,45,2080
2024,12,46,2494
2024,12,47,6631
2024,12,48,2174
2024,12,49,1664
2024,12,50,34051
2024,12,51,10868
2024,12,52,5646
2024,12,53,7378
2024,12,54,8337
2024,12,55,6390
2024,12,56,10332
2024,12,57,2251
2024,12,58,2717
2024,12,59,1343
2024,12,60,11749
2024,12,61,8829
2024,12,62,4202
2024,12,63,3049
2024,12,64,6003
2024,12,65,2948
2024,12,66,932
2024,12,67,1124
2024,12,68,2218
2024,12,69,1267
2024,12,70,1451
2024,12,71,1765
2024,12,72,1771
2024,12,73,3542
2024,12,74,3292
2024,12,75,3586
2024,12,76,6540
2024,12,77,3072
2024,12,78,889
2024,12,79,547
2024,12,80,1327
2024,12,81,939
2024,12,82,3069
2024,12,83,2362
2024,12,84,1195
2024,12,85,1624
2024,12,86,11284
2024,12,87,19731
2024,12,88,15362
2024,12,89,15364
2024,12,90,21124
2024,12,91,10098
2024,12,92,4967
2024,12,93,14606
2024,12,94,19716
2024,12,95,17402
2024,12,96,2312
2024,12,97,1421
2024,12,98,7605
2024,12,99,5043
2024,12,100,5078
2024,12,101,1221
2024,12,102,1010
2024,12,103,350
2024,12,104,497
2024,12,105,957
2024,12,106,887
2024,12,107,409
2024,12,108,500
2024,12,109,1161
2024,12,110,1343
2024,12,111,736
2024,12,112,6764
2024,12,113,3839
2024,12,114,246
2024,12,115,2462
2025,1,1,6985
2025,1,2,7862
2025,1,3,4628
2025,1,4,9386
2025,1,5,2232
2025,1,6,904
2025,1,7,2627
2025,1,8,1383
2025,1,9,1885
2025,1,10,6984
2025,1,11,820
2025,1,12,2108
2025,1,13,1396
2025,1,14,3110
2025,1,15,1376
2025,1,16,23060
2025,1,17,4026
2025,1,18,3392
2025,1,19,4149
2025,1,20,1473
2025,1,21,2785
2025,1,22,1507
2025,1,23,1295
2025,1,24,3460
2025,1,25,3765
2025,1,26,2778
2025,1,27,2476
2025,1,28,3265
2025,1,29,6058
2025,1,30,3836
2025,1,31,6564
2025,1,32,13275
2025,1,33,12229
2025,1,34,16302
2025,1,35,9797
2025,1,36,13055
2025,1,37,5223
2025,1,38,2865
2025,1,39,6530
2025,1,40,7228
2025,1,41,5855
2025,1,42,3669
2025,1,43,6835
2025,1,44,5636
2025,1,45,2246
2025,1,46,2716
2025,1,47,7031
2025,1,48,2336
2025,1,49,1618
2025,1,50,33327
2025,1,51,11206
2025,1,52,5970
2025,1,53,7994
2025,1,54,9329
2025,1,55,7528
2025,1,56,10000
2025,1,57,2759
2025,1,58,3067
2025,1,59,1665
2025,1,60,11647
2025,1,61,9437
2025,1,62,4664
2025,1,63,3379
2025,1,64,7267
2025,1,65,3348
2025,1,66,1094
2025,1,67,1666
2025,1,68,2308
2025,1,69,1435
2025,1,70,1699
2025,1,71,1993
2025,1,72,1891
2025,1,73,4308
2025,1,74,5180
2025,1,75,3744
2025,1,76,7014
2025,1,77,3638
2025,1,78,875
2025,1,79,495
2025,1,80,1639
2025,1,81,1113
2025,1,82,3267
2025,1,83,2624
2025,1,84,1255
2025,1,85,1830
2025,1,86,13722
2025,1,87,20903
2025,1,88,17910
2025,1,89,15920
2025,1,90,25500
2025,1,91,12832
2025,1,92,5581
2025,1,93,17836
2025,1,94,22164
2025,1,95,16906
2025,1,96,2210
2025,1,97,1651
2025,1,98,8255
2025,1,99,6335
2025,1,100,4824
2025,1,101,1453
2025,1,102,1152
2025,1,103,302
2025,1,104,445
2025,1,105,1073
2025,1,106,901
2025,1,107,387
2025,1,108,490
2025,1,109,945
2025,1,110,1171
2025,1,111,698
2025,1,112,6544
2025,1,113,9053
2025,1,114,1022
2025,1,115,2296
2025,2,1,6915
2025,2,2,7272
2025,2,3,6272
2025,2,4,8724
2025,2,5,2026
2025,2,6,1686
2025,2,7,2129
2025,2,8,4731
2025,2,9,1521
2025,2,10,6516
2025,2,11,1080
2025,2,12,2028
2025,2,13,1534
2025,2,14,3422
2025,2,15,1670
2025,2,16,22488
2025,2,17,4566
2025,2,18,3798
2025,2,19,4599
2025,2,20,3721
2025,2,21,5951
2025,2,22,1471
2025,2,23,1253
2025,2,24,4106
2025,2,25,4237
2025,2,26,3162
2025,2,27,2678
2025,2,28,3943
2025,2,29,5812
2025,2,30,3594
2025,2,31,6410
2025,2,32,12457
2025,2,33,19215
2025,2,34,15566
2025,2,35,9551
2025,2,36,12559
2025,2,37,5165
2025,2,38,2435
2025,2,39,6202
2025,2,40,12810
2025,2,41,5639
2025,2,42,3737
2025,2,43,7453
2025,2,44,6110
2025,2,45,2400
2025,2,46,2892
2025,2,47,7487
2025,2,48,2460
2025,2,49,1596
2025,2,50,33013
2025,2,51,11912
2025,2,52,6278
2025,2,53,8432
2025,2,54,10351
2025,2,55,8450
2025,2,56,9916
2025,2,57,3267
2025,2,58,3569
2025,2,59,1965
2025,2,60,11139
2025,2,61,10239
2025,2,62,6098
2025,2,63,3811
2025,2,64,8579
2025,2,65,4012
2025,2,66,1142
2025,2,67,2066
2025,2,68,2692
2025,2,69,1555
2025,2,70,1887
2025,2,71,2067
2025,2,72,2143
2025,2,73,5188
2025,2,74,6644
2025,2,75,4184
2025,2,76,7666
2025,2,77,4302
2025,2,78,1055
2025,2,79,739
2025,2,80,1927
2025,2,81,1407
2025,2,82,3885
2025,2,83,2908
2025,2,84,1527
2025,2,85,1986
2025,2,86,13650
2025,2,87,20717
2025,2,88,17724
2025,2,89,15710
2025,2,90,25384
2025,2,91,12492
2025,2,92,5465
2025,2,93,17560
2025,2,94,21450
2025,2,95,16774
2025,2,96,2210
2025,2,97,1607
2025,2,98,8255
2025,2,99,6247
2025,2,100,4612
2025,2,101,1707
2025,2,102,1312
2025,2,103,302
2025,2,104,425
2025,2,105,1223
2025,2,106,1033
2025,2,107,371
2025,2,108,480
2025,2,109,6193
2025,2,110,1883
2025,2,111,994
2025,2,112,6388
2025,2,113,9053
2025,2,114,1014
2025,2,115,2158
2025,3,1,6509
2025,3,2,6230
2025,3,3,4990
2025,3,4,11776
2025,3,5,2530
2025,3,6,1506
2025,3,7,4323
2025,3,8,4297
2025,3,9,1099
2025,3,10,5840
2025,3,11,1052
2025,3,12,1426
2025,3,13,1430
2025,3,14,3630
2025,3,15,1338
2025,3,16,21284
2025,3,17,4522
2025,3,18,3700
2025,3,19,4749
2025,3,20,3083
2025,3,21,5557
2025,3,22,1287
2025,3,23,1153
2025,3,24,4364
2025,3,25,4061
2025,3,26,3066
2025,3,27,2684
2025,3,28,4049
2025,3,29,7806
2025,3,30,3300
2025,3,31,8598
2025,3,32,18373
2025,3,33,17785
2025,3,34,20304
2025,3,35,11971
2025,3,36,11421
2025,3,37,4947
2025,3,38,1939
2025,3,39,5048
2025,3,40,11024
2025,3,41,5213
2025,3,42,3713
2025,3,43,7475
2025,3,44,5912
2025,3,45,2392
2025,3,46,2982
2025,3,47,7665
2025,3,48,2432
2025,3,49,1482
2025,3,50,40115
2025,3,51,11702
2025,3,52,6306
2025,3,53,7952
2025,3,54,10803
2025,3,55,8126
2025,3,56,9362
2025,3,57,3189
2025,3,58,3419
2025,3,59,1769
2025,3,60,12879
2025,3,61,9763
2025,3,62,6384
2025,3,63,3951
2025,3,64,7963
2025,3,65,3884
2025,3,66,962
2025,3,67,2104
2025,3,68,2884
2025,3,69,1723
2025,3,70,1843
2025,3,71,2109
2025,3,72,2249
2025,3,73,6168
2025,3,74,8070
2025,3,75,4240
2025,3,76,7916
2025,3,77,4694
2025,3,78,835
2025,3,79,789
2025,3,80,2117
2025,3,81,1493
2025,3,82,3751
2025,3,83,2850
2025,3,84,1213
2025,3,85,1966
2025,3,86,12276
2025,3,87,20075
2025,3,88,16376
2025,3,89,14846
2025,3,90,23832
2025,3,91,11486
2025,3,92,5125
2025,3,93,16652
2025,3,94,20072
2025,3,95,15926
2025,3,96,2018
2025,3,97,1543
2025,3,98,7839
2025,3,99,5913
2025,3,100,4110
2025,3,101,1633
2025,3,102,1226
2025,3,103,814
2025,3,104,1371
2025,3,105,1151
2025,3,106,1107
2025,3,107,1255
2025,3,108,1420
2025,3,109,5679
2025,3,110,1359
2025,3,111,902
2025,3,112,5380
2025,3,113,8359
2025,3,114,942
2025,3,115,5426
2025,4,1,6465
2025,4,2,9038
2025,4,3,5552
2025,4,4,10456
2025,4,5,2082
2025,4,6,1390
2025,4,7,3711
2025,4,8,3429
2025,4,9,3319
2025,4,10,5168
2025,4,11,876
2025,4,12,1468
2025,4,13,1362
2025,4,14,3438
2025,4,15,1392
2025,4,16,50294
2025,4,17,4256
2025,4,18,3708
2025,4,19,4673
2025,4,20,2615
2025,4,21,5279
2025,4,22,1175
2025,4,23,1613
2025,4,24,4390
2025,4,25,4145
2025,4,26,3366
2025,4,27,2954
2025,4,28,3989
2025,4,29,6966
2025,4,30,5516
2025,4,31,8092
2025,4,32,15931
2025,4,33,16111
2025,4,34,17156
2025,4,35,10661
2025,4,36,14517
2025,4,37,6783
2025,4,38,4015
2025,4,39,7196
2025,4,40,9508
2025,4,41,4901
2025,4,42,3573
2025,4,43,6941
2025,4,44,5560
2025,4,45,2442
2025,4,46,3118
2025,4,47,7551
2025,4,48,2396
2025,4,49,1982
2025,4,50,37803
2025,4,51,11552
2025,4,52,6092
2025,4,53,7244
2025,4,54,10599
2025,4,55,7582
2025,4,56,18196
2025,4,57,2947
2025,4,58,3437
2025,4,59,1537
2025,4,60,11105
2025,4,61,9235
2025,4,62,6006
2025,4,63,3559
2025,4,64,7387
2025,4,65,3404
2025,4,66,1082
2025,4,67,1970
2025,4,68,2730
2025,4,69,1649
2025,4,70,1883
2025,4,71,2173
2025,4,72,2391
2025,4,73,7048
2025,4,74,8708
2025,4,75,3936
2025,4,76,7680
