SALES_STAFF_CODE,SALES_YEAR,SALES_PERIOD,RETAILER_NAME,PRODUCT_NUMBER,SALES_TARGET,RETAILER_CODE
7,2024,1,Cordages Discount,87,762,32
7,2024,3,Grand choix,8,3902,37
7,2024,3,Grand choix,17,4800,37
7,2024,3,Grand choix,24,3532,37
7,2024,3,Grand choix,28,3872,37
7,2024,3,Grand choix,29,2019,37
7,2024,3,Grand choix,30,449,37
7,2024,3,Grand choix,31,746,37
7,2024,3,Altitudes extrêmes,44,9329,33
7,2024,3,Altitudes extrêmes,51,1662,33
7,2024,3,La bonne Forme,54,725,125
7,2024,3,Altitudes extrêmes,58,1618,33
7,2024,3,Altitudes extrêmes,62,3314,33
7,2024,3,Grand choix,64,2617,37
7,2024,3,La bonne Forme,69,1731,125
7,2024,3,Grand choix,74,1301,37
7,2024,3,La bonne Forme,81,2487,125
7,2024,3,Altitudes extrêmes,83,3107,33
7,2024,3,Grand choix,87,782,37
7,2024,3,Grand choix,94,284,37
7,2024,3,Grand choix,99,420,37
7,2024,4,Grand choix,8,2146,37
7,2024,4,La bonne Forme,14,21697,125
7,2024,4,Camping Sauvage,20,2752,35
7,2024,4,La bonne Forme,28,915,125
7,2024,4,Camping Sauvage,37,2313,35
7,2024,4,Altitudes extrêmes,44,7212,33
7,2024,4,ActiForme,57,1449,1
7,2024,4,Altitudes extrêmes,60,630,33
7,2024,4,ActiForme,61,646,1
7,2024,4,Altitudes extrêmes,62,6854,33
7,2024,4,Camping Sauvage,66,1869,35
7,2024,4,Grand choix,87,501,37
7,2024,4,La bonne Forme,87,335,125
7,2024,4,La bonne Forme,89,1126,125
7,2024,4,Camping Sauvage,96,548,35
7,2024,4,Camping Sauvage,98,294,35
7,2024,4,Grand choix,99,122,37
7,2024,4,Camping Sauvage,100,538,35
7,2024,4,Grand choix,106,5669,37
7,2024,5,Grand choix,3,1025,37
7,2024,5,Grand choix,12,18371,37
7,2024,5,Grand choix,16,221,37
7,2024,5,Cordages Discount,21,886,32
7,2024,5,Grand choix,24,4110,37
7,2024,5,Grand choix,64,1281,37
7,2024,5,Cordages Discount,78,6105,32
7,2024,5,Cordages Discount,79,2845,32
7,2024,5,Cordages Discount,88,1081,32
7,2024,5,Grand choix,106,10215,37
7,2024,5,Grand choix,113,562,37
7,2024,5,Grand choix,115,163,37
7,2024,6,Cordages Discount,7,813,32
7,2024,6,Cordages Discount,10,544,32
7,2024,6,Cordages Discount,12,23955,32
7,2024,6,Altitudes extrêmes,30,294,33
7,2024,6,Cordages Discount,37,2411,32
7,2024,6,Camping Sauvage,42,1407,35
7,2024,6,Altitudes extrêmes,47,1489,33
7,2024,6,ActiForme,48,744,1
7,2024,6,Altitudes extrêmes,57,658,33
7,2024,6,ActiForme,59,983,1
7,2024,6,Cordages Discount,63,1760,32
7,2024,6,Altitudes extrêmes,72,3870,33
7,2024,6,Camping Sauvage,75,4461,35
7,2024,6,Cordages Discount,86,391,32
7,2024,6,Altitudes extrêmes,92,221,33
7,2024,6,Camping Sauvage,94,633,35
7,2024,6,Camping Sauvage,98,363,35
7,2024,7,ActiForme,7,1236,1
7,2024,7,Camping Sauvage,12,15757,35
7,2024,7,Grand choix,17,3834,37
7,2024,7,Camping Sauvage,19,7514,35
7,2024,7,Camping Sauvage,20,1823,35
7,2024,7,La bonne Forme,28,3133,125
7,2024,7,Camping Sauvage,35,1457,35
7,2024,7,Altitudes extrêmes,45,3009,33
7,2024,7,Altitudes extrêmes,47,1051,33
7,2024,7,ActiForme,48,744,1
7,2024,7,Altitudes extrêmes,55,228,33
7,2024,7,La bonne Forme,55,359,125
7,2024,7,ActiForme,58,1006,1
7,2024,7,Grand choix,65,3709,37
7,2024,7,La bonne Forme,69,1944,125
7,2024,7,Camping Sauvage,71,2400,35
7,2024,7,Camping Sauvage,75,7513,35
7,2024,7,Altitudes extrêmes,85,2965,33
7,2024,7,Grand choix,89,817,37
7,2024,7,Altitudes extrêmes,90,735,33
7,2024,7,Camping Sauvage,90,1085,35
7,2024,7,Camping Sauvage,91,252,35
7,2024,7,Grand choix,94,727,37
7,2024,7,Grand choix,97,264,37
7,2024,7,Camping Sauvage,98,173,35
7,2024,7,Camping Sauvage,100,350,35
7,2024,7,Grand choix,106,4540,37
7,2024,7,Grand choix,108,4099,37
7,2024,7,Grand choix,112,485,37
7,2024,7,Grand choix,115,633,37
7,2024,8,Grand choix,32,4269,37
7,2024,8,Altitudes extrêmes,44,3747,33
7,2024,8,Altitudes extrêmes,50,361,33
7,2024,8,Grand choix,64,1415,37
7,2024,8,Altitudes extrêmes,67,9666,33
7,2024,8,Grand choix,74,1014,37
7,2024,8,Altitudes extrêmes,82,1065,33
7,2024,8,Altitudes extrêmes,85,4538,33
7,2024,8,Grand choix,88,449,37
7,2024,8,Altitudes extrêmes,90,605,33
7,2024,8,Altitudes extrêmes,91,305,33
7,2024,8,Grand choix,94,187,37
7,2024,8,Grand choix,98,221,37
7,2024,8,Grand choix,99,262,37
7,2024,8,Grand choix,103,1388,37
7,2024,9,Anapurna,6,723,23
7,2024,9,Anapurna,9,122,23
7,2024,9,Anapurna,32,1960,23
7,2024,9,Anapurna,34,1416,23
7,2024,9,Anapurna,37,2398,23
7,2024,9,Anapurna,42,1316,23
7,2024,9,Anapurna,47,547,23
7,2024,9,Anapurna,50,406,23
7,2024,9,Anapurna,52,281,23
7,2024,9,Anapurna,57,406,23
7,2024,9,Anapurna,60,665,23
7,2024,9,Anapurna,63,1289,23
7,2024,9,Anapurna,64,1510,23
7,2024,9,Anapurna,65,5428,23
7,2024,9,Anapurna,71,2171,23
7,2024,9,Anapurna,79,1872,23
7,2024,9,Anapurna,83,3107,23
7,2024,9,Anapurna,103,1194,23
7,2024,9,Anapurna,106,12726,23
7,2024,10,Altitudes extrêmes,11,4235,33
7,2024,10,Grand choix,14,18845,37
7,2024,10,Altitudes extrêmes,19,8542,33
7,2024,10,Grand choix,25,9695,37
7,2024,10,Grand choix,29,1534,37
7,2024,10,Grand choix,31,615,37
7,2024,10,Cordages Discount,35,1353,32
7,2024,10,Grand choix,39,2384,37
7,2024,10,Altitudes extrêmes,41,949,33
7,2024,10,Altitudes extrêmes,48,626,33
7,2024,10,Altitudes extrêmes,52,669,33
7,2024,10,La bonne Forme,53,695,125
7,2024,10,Cordages Discount,67,8944,32
7,2024,10,La bonne Forme,67,6688,125
7,2024,10,La bonne Forme,68,3009,125
7,2024,10,Altitudes extrêmes,69,1402,33
7,2024,10,Altitudes extrêmes,75,7513,33
7,2024,10,Grand choix,76,2118,37
7,2024,10,Grand choix,79,3222,37
7,2024,10,La bonne Forme,79,4322,125
7,2024,10,Altitudes extrêmes,82,1616,33
7,2024,10,Grand choix,101,6412,37
7,2024,10,Grand choix,112,539,37
7,2024,10,Grand choix,113,488,37
7,2024,10,Grand choix,114,1046,37
7,2024,11,Camping Sauvage,8,2137,35
7,2024,11,Camping Sauvage,10,574,35
7,2024,11,Camping Sauvage,18,4912,35
7,2024,11,Camping Sauvage,21,661,35
7,2024,11,Camping Sauvage,23,812,35
7,2024,11,Camping Sauvage,40,2847,35
7,2024,11,Camping Sauvage,71,760,35
7,2024,11,Camping Sauvage,77,3277,35
7,2024,12,Anapurna,1,464,23
7,2024,12,Anapurna,18,4773,23
7,2024,12,Anapurna,19,6002,23
7,2024,12,Anapurna,28,728,23
7,2024,12,Anapurna,38,1264,23
7,2024,12,Anapurna,40,1478,23
7,2024,12,Anapurna,44,848,23
7,2024,12,Anapurna,45,2709,23
7,2024,12,Anapurna,47,547,23
7,2024,12,Anapurna,50,294,23
7,2024,12,Anapurna,51,471,23
7,2024,12,Anapurna,53,589,23
7,2024,12,Anapurna,54,678,23
7,2024,12,Anapurna,58,990,23
7,2024,12,Anapurna,59,443,23
7,2024,12,Anapurna,60,436,23
7,2024,12,Anapurna,68,1066,23
7,2024,12,Anapurna,77,5993,23
7,2024,12,Anapurna,78,4113,23
7,2024,12,Anapurna,80,7086,23
7,2024,12,Anapurna,103,3450,23
7,2024,12,Anapurna,115,329,23
7,2025,2,Camping Sauvage,9,339,35
7,2025,2,Cordages Discount,12,23129,32
7,2025,2,Cordages Discount,29,3490,32
7,2025,2,Camping Sauvage,35,1837,35
7,2025,2,Camping Sauvage,38,1159,35
7,2025,2,Camping Sauvage,66,2540,35
7,2025,2,Cordages Discount,74,1062,32
7,2025,2,Cordages Discount,75,3890,32
7,2025,2,Camping Sauvage,92,149,35
7,2025,2,Camping Sauvage,93,305,35
7,2025,2,Camping Sauvage,97,312,35
7,2025,3,La bonne Forme,11,4680,125
7,2025,3,Anapurna,13,24827,23
7,2025,3,Anapurna,14,32701,23
7,2025,3,La bonne Forme,19,14722,125
7,2025,3,Grand choix,25,15796,37
7,2025,3,La bonne Forme,27,23562,125
7,2025,3,Anapurna,48,1489,23
7,2025,3,Anapurna,49,504,23
7,2025,3,Anapurna,55,445,23
7,2025,3,Anapurna,59,1838,23
7,2025,3,Anapurna,60,817,23
7,2025,3,Grand choix,64,3248,37
7,2025,3,Anapurna,70,4082,23
7,2025,3,La bonne Forme,70,3326,125
7,2025,3,Anapurna,82,1428,23
7,2025,3,Grand choix,82,1683,37
7,2025,3,La bonne Forme,87,96,125
7,2025,3,Anapurna,94,281,23
7,2025,3,Anapurna,97,528,23
7,2025,3,Grand choix,99,231,37
7,2025,3,Anapurna,108,4521,23
7,2025,4,Camping Sauvage,4,818,35
7,2025,4,ActiForme,7,2702,1
7,2025,4,Camping Sauvage,8,3640,35
7,2025,4,La bonne Forme,14,27884,125
7,2025,4,Camping Sauvage,27,12342,35
7,2025,4,Camping Sauvage,34,9593,35
7,2025,4,Camping Sauvage,39,3141,35
7,2025,4,La bonne Forme,53,1247,125
7,2025,4,La bonne Forme,54,3617,125
7,2025,4,Camping Sauvage,74,622,35
7,2025,4,La bonne Forme,81,2165,125
7,2025,4,La bonne Forme,88,758,125
7,2025,4,Camping Sauvage,91,100,35
7,2025,4,Camping Sauvage,100,292,35
7,2025,5,Camping Sauvage,4,846,35
7,2025,5,Camping Sauvage,41,1296,35
7,2025,5,Camping Sauvage,70,5170,35
7,2025,5,Camping Sauvage,81,1902,35
7,2025,5,Cordages Discount,89,958,32
7,2025,5,Cordages Discount,96,402,32
7,2025,6,ActiForme,20,3333,1
7,2025,6,Altitudes extrêmes,26,8735,33
7,2025,6,Altitudes extrêmes,43,8138,33
7,2025,6,Altitudes extrêmes,44,11573,33
7,2025,6,Altitudes extrêmes,48,1489,33
7,2025,6,Altitudes extrêmes,50,358,33
7,2025,6,Altitudes extrêmes,51,3513,33
7,2025,6,Altitudes extrêmes,52,1047,33
7,2025,6,Altitudes extrêmes,54,1844,33
7,2025,6,Altitudes extrêmes,56,963,33
7,2025,6,Altitudes extrêmes,59,1416,33
7,2025,6,Altitudes extrêmes,60,576,33
7,2025,6,Altitudes extrêmes,62,7909,33
7,2025,6,Altitudes extrêmes,69,883,33
7,2025,6,Altitudes extrêmes,72,4169,33
7,2025,6,Altitudes extrêmes,85,8171,33
7,2025,6,Altitudes extrêmes,91,149,33
7,2025,7,Camping Sauvage,12,17133,35
7,2025,7,La bonne Forme,29,4992,125
7,2025,7,Grand choix,30,528,37
7,2025,7,Camping Sauvage,32,1391,35
7,2025,7,Grand choix,35,1130,37
7,2025,7,Camping Sauvage,37,2804,35
7,2025,7,Camping Sauvage,40,2357,35
7,2025,7,Camping Sauvage,41,567,35
7,2025,7,Camping Sauvage,43,5550,35
7,2025,7,Grand choix,64,1842,37
7,2025,7,La bonne Forme,68,7315,125
7,2025,7,Camping Sauvage,76,1639,35
7,2025,7,Grand choix,86,320,37
7,2025,7,La bonne Forme,87,795,125
7,2025,7,Grand choix,88,663,37
7,2025,7,La bonne Forme,89,709,125
7,2025,7,Camping Sauvage,91,279,35
7,2025,7,Camping Sauvage,92,103,35
7,2025,7,Grand choix,98,223,37
7,2025,7,Grand choix,108,1339,37
7,2025,8,ActiForme,5,2748,1
7,2025,8,La bonne Forme,11,7279,125
7,2025,8,Anapurna,15,13166,23
7,2025,8,Anapurna,20,2858,23
7,2025,8,Anapurna,23,675,23
7,2025,8,La bonne Forme,28,1114,125
7,2025,8,ActiForme,29,1456,1
7,2025,8,La bonne Forme,29,1352,125
7,2025,8,ActiForme,40,2451,1
7,2025,8,Anapurna,50,273,23
7,2025,8,Anapurna,53,2182,23
7,2025,8,Anapurna,57,738,23
7,2025,8,ActiForme,58,3850,1
7,2025,8,Anapurna,74,1754,23
7,2025,8,Anapurna,77,5443,23
7,2025,8,Anapurna,90,674,23
7,2025,8,Anapurna,91,207,23
7,2025,8,La bonne Forme,95,566,125
7,2025,8,Anapurna,100,479,23
7,2025,8,Anapurna,108,1109,23
7,2025,8,Anapurna,109,904,23
7,2025,8,Anapurna,115,170,23
7,2025,10,Anapurna,1,647,23
7,2025,10,Grand choix,3,2483,37
7,2025,10,Cordages Discount,5,1244,32
7,2025,10,Cordages Discount,8,6067,32
7,2025,10,Cordages Discount,10,240,32
7,2025,10,Anapurna,12,22046,23
7,2025,10,Altitudes extrêmes,13,16237,33
7,2025,10,Grand choix,18,7597,37
7,2025,10,Altitudes extrêmes,20,2858,33
7,2025,10,Cordages Discount,21,771,32
7,2025,10,Anapurna,24,4893,23
7,2025,10,Cordages Discount,25,7302,32
7,2025,10,Anapurna,26,8616,23
7,2025,10,Anapurna,30,589,23
7,2025,10,Altitudes extrêmes,30,688,33
7,2025,10,Grand choix,30,802,37
7,2025,10,Grand choix,31,394,37
7,2025,10,Cordages Discount,32,1772,32
7,2025,10,Anapurna,36,3064,23
7,2025,10,Anapurna,37,2653,23
7,2025,10,Cordages Discount,38,942,32
7,2025,10,Grand choix,40,3291,37
7,2025,10,Anapurna,42,4283,23
7,2025,10,Anapurna,43,6223,23
7,2025,10,Anapurna,46,1588,23
7,2025,10,Altitudes extrêmes,46,1588,33
7,2025,10,Anapurna,47,2372,23
7,2025,10,Altitudes extrêmes,47,805,33
7,2025,10,Anapurna,48,507,23
7,2025,10,Altitudes extrêmes,51,968,33
7,2025,10,Altitudes extrêmes,53,445,33
7,2025,10,Anapurna,54,1446,23
7,2025,10,Altitudes extrêmes,55,280,33
7,2025,10,Altitudes extrêmes,56,276,33
7,2025,10,Altitudes extrêmes,61,2018,33
7,2025,10,Altitudes extrêmes,62,2588,33
7,2025,10,Cordages Discount,63,1538,32
7,2025,10,Grand choix,64,7650,37
7,2025,10,Anapurna,70,1184,23
7,2025,10,Grand choix,73,629,37
7,2025,10,Cordages Discount,74,2363,32
7,2025,10,Grand choix,74,845,37
7,2025,10,Cordages Discount,76,3268,32
7,2025,10,Cordages Discount,79,4432,32
7,2025,10,Anapurna,80,7979,23
7,2025,10,Anapurna,81,3432,23
7,2025,10,Grand choix,82,1203,37
7,2025,10,Grand choix,101,12082,37
7,2025,10,Grand choix,106,3922,37
7,2025,10,Grand choix,109,1872,37
7,2025,10,Grand choix,112,465,37
7,2025,10,Anapurna,114,648,23
12,2023,1,Extrem!,3,1900,51
12,2023,1,Der Fitness-Doktor,5,2000,47
12,2023,1,Rad und Tat,6,1100,57
12,2023,1,Extrem!,8,2100,51
12,2023,1,Der Fitness-Doktor,13,22100,47
12,2023,1,Extrem!,38,1000,51
12,2023,1,Rad und Tat,65,6700,57
12,2023,1,Rad und Tat,75,4400,57
12,2023,1,Extrem!,85,5100,51
12,2023,1,Der Fitness-Doktor,93,500,47
12,2023,1,Der Fitness-Doktor,98,200,47
12,2023,1,Extrem!,99,200,51
12,2023,1,Der Fitness-Doktor,100,500,47
12,2023,1,Holstein Golf,101,1700,49
12,2023,1,Holstein Golf,102,5100,49
12,2023,1,Holstein Golf,104,1100,49
12,2023,2,Der Fitness-Doktor,15,12500,47
12,2023,2,Sport & Freizeit,18,7400,48
12,2023,2,Die Zeltstadt,18,5500,50
12,2023,2,Die Zeltstadt,25,9400,50
12,2023,2,Die Zeltstadt,30,600,50
12,2023,2,Der Fitness-Doktor,36,1800,47
12,2023,2,Sport & Freizeit,76,2900,48
12,2023,2,Sport & Freizeit,87,500,48
12,2023,2,Sport & Freizeit,96,300,48
12,2023,2,Der Fitness-Doktor,98,400,47
12,2023,2,Die Zeltstadt,114,600,50
12,2023,3,Extrem!,4,300,51
12,2023,3,Extrem!,12,37400,51
12,2023,3,Extrem!,17,9100,51
12,2023,3,Extrem!,21,800,51
12,2023,3,Sport & Freizeit,24,4700,48
12,2023,3,Der Fitness-Doktor,26,6900,47
12,2023,3,Extrem!,29,1800,51
12,2023,3,Extrem!,66,3100,51
12,2023,3,Extrem!,79,2100,51
12,2023,3,Die Zeltstadt,80,2900,50
12,2023,3,Extrem!,82,2200,51
12,2023,3,Extrem!,86,500,51
12,2023,3,Die Zeltstadt,87,400,50
12,2023,3,Extrem!,89,800,51
12,2023,3,Sport & Freizeit,94,500,48
12,2023,3,Extrem!,96,400,51
12,2023,3,Die Zeltstadt,104,2200,50
12,2023,4,Die Zeltstadt,2,400,50
12,2023,4,Die Zeltstadt,3,600,50
12,2023,4,Der Fitness-Doktor,8,5900,47
12,2023,4,Die Zeltstadt,12,19600,50
12,2023,4,Sport & Freizeit,14,34200,48
12,2023,4,Sport & Freizeit,31,1000,48
12,2023,4,Sport & Freizeit,33,1900,48
12,2023,4,Die Zeltstadt,34,4400,50
12,2023,4,Die Zeltstadt,35,1600,50
12,2023,4,Sport & Freizeit,68,6000,48
12,2023,4,Sport & Freizeit,71,5200,48
12,2023,4,Die Zeltstadt,78,3000,50
12,2023,4,Die Zeltstadt,81,1900,50
12,2023,4,Die Zeltstadt,84,3900,50
12,2023,4,Der Fitness-Doktor,90,1500,47
12,2023,4,Der Fitness-Doktor,97,600,47
12,2023,4,Holstein Golf,101,4400,49
12,2023,4,Die Zeltstadt,101,7200,50
12,2023,4,Holstein Golf,105,6300,49
12,2023,4,Holstein Golf,106,6600,49
12,2023,4,Die Zeltstadt,110,1400,50
12,2023,4,Holstein Golf,111,700,49
12,2023,4,Holstein Golf,113,400,49
12,2023,4,Die Zeltstadt,114,300,50
12,2023,4,Die Zeltstadt,115,600,50
12,2023,5,Extrem!,1,600,51
12,2023,5,Extrem!,7,1400,51
12,2023,5,Extrem!,20,3200,51
12,2023,5,Extrem!,25,8900,51
12,2023,5,Extrem!,79,2000,51
12,2023,5,Extrem!,80,3200,51
12,2023,5,Extrem!,85,4800,51
12,2023,5,Extrem!,87,500,51
12,2023,6,Extrem!,2,1200,51
12,2023,6,Extrem!,16,300,51
12,2023,6,Extrem!,21,700,51
12,2023,6,Extrem!,22,200,51
12,2023,6,Extrem!,26,9700,51
12,2023,6,Extrem!,29,3800,51
12,2023,6,Extrem!,32,1900,51
12,2023,6,Extrem!,73,400,51
12,2023,6,Extrem!,79,2500,51
12,2023,6,Extrem!,82,1800,51
12,2023,6,Extrem!,95,500,51
12,2023,6,Holstein Golf,102,4000,49
12,2023,6,Holstein Golf,106,3100,49
12,2023,6,Holstein Golf,107,7300,49
12,2023,6,Holstein Golf,109,1800,49
12,2023,6,Holstein Golf,111,500,49
12,2023,6,Holstein Golf,115,200,49
12,2023,7,Der Fitness-Doktor,6,1800,47
